target_desc	target_id
ham, sliced, regular (approximately 11% fat)	7029
ham, minced	7030
oscar mayer, ham (chopped with natural juice)	7212
oscar mayer, ham (water added, baked cooked 96% fat free)	7213
oscar mayer, ham (water added, boiled)	7214
oscar mayer, ham (water added, honey)	7215
oscar mayer, ham (water added, smoked, cooked)	7216
oscar mayer, ham (40% ham/water product, smoked, fat free)	7217
carl buddig, smoked sliced ham	7275
ham, honey, smoked, cooked	7938
pork, fresh, enhanced, composite of separable fat, cooked	10000
pork, fresh, carcass, separable lean and fat, raw	10001
pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw	10002
pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw	10003
pork, fresh, backfat, raw	10004
pork, fresh, belly, raw	10005
pork, fresh, separable fat, raw	10006
pork, fresh, separable fat, cooked	10007
pork, fresh, leg (ham), whole, separable lean and fat, raw	10008
pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted	10009
pork, fresh, leg (ham), whole, separable lean only, raw	10010
pork, fresh, leg (ham), whole, separable lean only, cooked, roasted	10011
pork, fresh, leg (ham), rump half, separable lean and fat, raw	10012
pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted	10013
pork, fresh, leg (ham), rump half, separable lean only, raw	10014
pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted	10015
pork, fresh, leg (ham), shank half, separable lean and fat, raw	10016
pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted	10017
pork, fresh, leg (ham), shank half, separable lean only, raw	10018
pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted	10019
pork, fresh, loin, whole, separable lean and fat, raw	10020
pork, fresh, loin, whole, separable lean and fat, cooked, braised	10021
pork, fresh, loin, whole, separable lean and fat, cooked, broiled	10022
pork, fresh, loin, whole, separable lean and fat, cooked, roasted	10023
pork, fresh, loin, whole, separable lean only, raw	10024
pork, fresh, loin, whole, separable lean only, cooked, braised	10025
pork, fresh, loin, whole, separable lean only, cooked, broiled	10026
pork, fresh, loin, whole, separable lean only, cooked, roasted	10027
pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw	10028
pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised	10029
pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled	10030
pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted	10031
pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw	10032
pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised	10033
pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled	10034
pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted	10035
pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw	10036
pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised	10037
pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled	10038
pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted	10039
pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw	10040
pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised	10041
pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled	10042
pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted	10043
pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw	10044
pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised	10045
pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled	10046
pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted	10047
pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw	10048
pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised	10049
pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled	10050
pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted	10051
pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw	10052
pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised	10053
pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled	10054
pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted	10055
pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw	10056
pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised	10057
pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled	10058
pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted	10059
pork, fresh, loin, tenderloin, separable lean only, raw	10060
pork, fresh, loin, tenderloin, separable lean only, cooked, roasted	10061
pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw	10062
pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised	10063
pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled	10064
pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted	10065
pork, fresh, loin, top loin (chops), boneless, separable lean only, raw	10066
pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised	10067
pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled	10068
pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted	10069
pork, fresh, shoulder, whole, separable lean and fat, raw	10070
pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted	10071
pork, fresh, shoulder, whole, separable lean only, raw	10072
pork, fresh, shoulder, whole, separable lean only, cooked, roasted	10073
pork, fresh, shoulder, arm picnic, separable lean and fat, raw	10074
pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised	10075
pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted	10076
pork, fresh, shoulder, arm picnic, separable lean only, raw	10077
pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised	10078
pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted	10079
pork, fresh, shoulder, (boston butt), blade (steaks), separable lean and fat, raw	10080
pork, fresh, shoulder, (boston butt), blade (steaks), separable lean and fat, cooked, braised	10081
pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled	10082
pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted	10083
pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw	10084
pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, cooked, braised	10085
pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled	10086
pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted	10087
pork, fresh, spareribs, separable lean and fat, raw	10088
pork, fresh, spareribs, separable lean and fat, cooked, braised	10089
pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked	10093
pork, fresh, variety meats and by-products, brain, raw	10096
pork, fresh, variety meats and by-products, brain, cooked, braised	10097
pork, fresh, variety meats and by-products, chitterlings, raw	10098
pork, fresh, variety meats and by-products, chitterlings, cooked, simmered	10099
pork, fresh, variety meats and by-products, ears, frozen, raw	10100
pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered	10101
pork, fresh, variety meats and by-products, feet, raw	10102
pork, fresh, variety meats and by-products, heart, raw	10103
pork, fresh, variety meats and by-products, heart, cooked, braised	10104
pork, fresh, variety meats and by-products, jowl, raw	10105
pork, fresh, variety meats and by-products, kidneys, raw	10106
pork, fresh, variety meats and by-products, kidneys, cooked, braised	10107
pork, fresh, variety meats and by-products, leaf fat, raw	10109
pork, fresh, variety meats and by-products, liver, raw	10110
pork, fresh, variety meats and by-products, liver, cooked, braised	10111
pork, fresh, variety meats and by-products, lungs, raw	10112
pork, fresh, variety meats and by-products, lungs, cooked, braised	10113
pork, fresh, variety meats and by-products, mechanically separated, raw	10114
pork, fresh, variety meats and by-products, pancreas, raw	10115
pork, fresh, variety meats and by-products, pancreas, cooked, braised	10116
pork, fresh, variety meats and by-products, spleen, raw	10117
pork, fresh, variety meats and by-products, spleen, cooked, braised	10118
pork, fresh, variety meats and by-products, stomach, raw	10119
pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried	10120
pork, fresh, variety meats and by-products, tongue, raw	10121
pork, fresh, variety meats and by-products, tongue, cooked, braised	10122
pork, cured, bacon, raw	10123
pork, cured, bacon, cooked, broiled, pan-fried or roasted	10124
pork, cured, breakfast strips, raw or unheated	10128
pork, cured, breakfast strips, cooked	10129
pork, cured, canadian-style bacon, unheated	10130
pork, cured, canadian-style bacon, grilled	10131
pork, cured, feet, pickled	10132
pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted	10134
pork, cured, ham, boneless, regular (approximately 11% fat), roasted	10136
pork, cured, ham, extra lean (approximately 4% fat), canned, unheated	10137
pork, cured, ham, extra lean (approximately 4% fat), canned, roasted	10138
pork, cured, ham, regular (approximately 13% fat), canned, unheated	10139
pork, cured, ham, regular (approximately 13% fat), canned, roasted	10140
pork, cured, ham, center slice, country-style, separable lean only, raw	10141
pork, cured, ham, center slice, separable lean and fat, unheated	10142
pork, cured, ham, patties, unheated	10146
pork, cured, ham, patties, grilled	10147
pork, cured, ham, steak, boneless, extra lean, unheated	10149
pork, cured, ham, whole, separable lean and fat, unheated	10150
pork, cured, ham, whole, separable lean and fat, roasted	10151
pork, cured, ham, whole, separable lean only, unheated	10152
pork, cured, ham, whole, separable lean only, roasted	10153
usda commodity, pork, canned	10158
pork, cured, salt pork, raw	10165
pork, cured, separable fat (from ham and arm picnic), unheated	10166
pork, cured, separable fat (from ham and arm picnic), roasted	10167
pork, cured, shoulder, arm picnic, separable lean and fat, roasted	10168
pork, cured, shoulder, arm picnic, separable lean only, roasted	10169
pork, cured, shoulder, blade roll, separable lean and fat, unheated	10170
pork, cured, shoulder, blade roll, separable lean and fat, roasted	10171
pork, fresh, variety meats and by-products, feet, cooked, simmered	10173
pork, fresh, variety meats and by-products, tail, raw	10174
pork, fresh, variety meats and by-products, tail, cooked, simmered	10175
pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried	10176
pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried	10177
pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried	10178
pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried	10179
pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried	10180
pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried	10181
pork, cured, ham, boneless, extra lean and regular, unheated	10182
pork, cured, ham, boneless, extra lean and regular, roasted	10183
pork, cured, ham, extra lean and regular, canned, unheated	10184
pork, cured, ham, extra lean and regular, canned, roasted	10185
pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried	10186
pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw	10187
pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked	10188
pork, fresh, backribs, separable lean and fat, raw	10192
pork, fresh, backribs, separable lean and fat, cooked, roasted	10193
pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw	10194
pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised	10195
pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled	10196
pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried	10197
pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted	10198
pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw	10199
pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised	10200
pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled	10201
pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried	10202
pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted	10203
pork, fresh, loin, country-style ribs, separable lean and fat, raw	10204
pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised	10205
pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted	10206
pork, fresh, loin, country-style ribs, separable lean only, raw	10207
pork, fresh, loin, country-style ribs, separable lean only, cooked, braised	10208
pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted	10209
pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw	10210
pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised	10211
pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled	10212
pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted	10213
pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw	10214
pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised	10215
pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled	10216
pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted	10217
pork, fresh, loin, tenderloin, separable lean and fat, raw	10218
pork, fresh, ground, raw	10219
pork, fresh, ground, cooked	10220
pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled	10221
pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted	10222
pork, fresh, loin, tenderloin, separable lean only, cooked, broiled	10223
pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw	10224
pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw	10225
pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw	10226
pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked	10227
pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw	10228
pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked	10229
usda commodity, pork, cured, ham, boneless, cooked, heated	10802
usda commodity, pork, ground, fine/coarse, frozen, cooked	10803
usda commodity, pork, cured, ham, boneless, cooked, unheated	10804
usda commodity, pork, ground, fine/coarse, frozen, raw	10805
hormel, cure 81 ham	10851
hormel always tender, pork tenderloin, teriyaki-flavored	10852
hormel always tender, pork tenderloin, peppercorn-flavored	10853
hormel always tender, pork loin filets, lemon garlic-flavored	10854
hormel always tender, center cut chops, fresh pork	10855
hormel always tender, boneless pork loin, fresh pork	10856
hormel canadian style bacon	10857
pork, fresh, loin, top loin (chops), boneless, enhanced, separable lean only, cooked, pan-broiled	10858
pork, fresh, loin, top loin (chops), boneless, enhanced, separable lean and fat, cooked, pan-broiled	10859
pork, cured, bacon, cooked, baked	10860
pork, cured, bacon, cooked, microwaved	10861
pork, cured, bacon, cooked, pan-fried	10862
pork, fresh, variety meats and by-products, stomach, cooked, simmered	10863
pork, bacon, rendered fat, cooked	10864
pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted	10865
pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated	10866
pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted	10867
pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil	10868
pork, cured, ham and water product, slice, bone-in, separable lean only, heated, pan-broil	10869
pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil	10870
pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted	10871
pork, cured, ham and water product, whole, boneless, separable lean only, unheated	10872
pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted	10873
pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted	10874
pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil	10875
pork, cured, ham with natural juices, spiral slice, meat only, boneless, separable lean only, heated, roasted	10876
pork, cured, ham and water product, rump, bone-in, separable lean only, heated, roasted	10877
pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil	10878
pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted	10879
pork, cured, ham -- water added, whole, boneless, separable lean only, unheated	10880
pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted	10881
pork, cured, ham with natural juices, slice, boneless, separable lean only, heated, pan-broil	10882
pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted	10883
pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated	10884
pork, cured, ham -- water added, shank, bone-in, separable lean only, unheated	10885
pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated	10886
pork, cured, ham and water product, rump, bone-in, separable lean only, unheated	10887
pork, cured, ham and water product, slice, bone-in, separable lean only, unheated	10888
pork, cured, ham and water product, shank, bone-in, unheated, separable lean only	10889
pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated	10890
pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated	10891
pork, cured, ham with natural juices, slice, bone-in, separable lean only, unheated	10892
pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated	10893
pork, cured, ham, separable fat, boneless, heated	10894
pork, cured, ham, separable fat, boneless, unheated	10895
pork, pickled pork hocks	10898
pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil	10899
pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated	10900
pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, unheated	10901
pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, unheated	10902
pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated	10903
pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, unheated	10904
pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated	10905
pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated	10906
pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated	10907
pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated	10908
pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated	10909
pork, cured, ham -- water added, slice, bone-in, separable lean and fat, unheated	10910
pork, cured, ham -- water added, shank, bone-in, separable lean and fat, unheated	10911
pork, cured, ham -- water added, rump, bone-in, separable lean and fat, unheated	10912
pork, cured, ham -- water added, rump, bone-in, separable lean and fat, heated, roasted	10913
pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted	10914
pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil	10915
pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil	10916
pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted	10917
pork, cured, ham and water product, rump, bone-in, separable lean and fat, heated, roasted	10918
pork, cured, ham and water product, shank, bone-in, separable lean and fat, heated, roasted	10919
pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil	10920
pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil	10921
pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted	10922
pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted	10923
pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted	10924
pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil	10925
pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil	10926
pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted	10927
pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted	10928
pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted	10929
pork, cured, ham, rump, bone-in, separable lean only, heated, roasted	10931
pork, cured, ham, rump, bone-in, separable lean only, unheated	10932
pork, cured, ham, shank, bone-in, separable lean only, heated, roasted	10933
pork, cured, ham, shank, bone-in, separable lean only, unheated	10934
pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted	10935
pork, cured, ham, shank, bone-in, separable lean and fat, unheated	10936
pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil	10937
pork, cured, ham, slice, bone-in, separable lean only, unheated	10938
pork, cured, ham, slice, bone-in, separable lean and fat, unheated	10939
pork, fresh, spareribs, separable lean and fat, cooked, roasted	10940
pork, fresh, enhanced, composite of separable fat, raw	10942
pork, fresh, enhanced, loin, tenderloin, separable lean only, cooked, roasted	10943
pork, fresh, enhanced, loin, tenderloin, separable lean only, raw	10944
pork, fresh, enhanced, shoulder, (boston butt), blade (steaks), separable lean only, cooked, braised	10945
pork, fresh, enhanced, shoulder, (boston butt), blade (steaks), separable lean only, raw	10946
pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, cooked, broiled	10947
pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, raw	10948
pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean and fat, raw	10949
pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled	10950
pork, fresh, enhanced, loin, tenderloin, separable lean and fat, raw	10951
pork, fresh, enhanced, loin, tenderloin, separable lean and fat, cooked, roasted	10952
pork, fresh, enhanced, shoulder, (boston butt), blade (steaks), separable lean and fat, raw	10953
pork, fresh, enhanced, shoulder, (boston butt), blade (steaks), separable lean and fat, cooked, braised	10954
pork, cured, ham, rump, bone-in, separable lean and fat, unheated	10955
pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled	10956
pork, leg cap steak, boneless, separable lean and fat, raw	10957
pork, shoulder breast, boneless, separable lean and fat, raw	10958
pork, shoulder breast, boneless, separable lean and fat, cooked, broiled	10959
pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled	10960
pork, shoulder petite tender, boneless, separable lean and fat, raw	10961
pork, leg sirloin tip roast, boneless, separable lean and fat, cooked, braised	10962
pork, leg sirloin tip roast, boneless, separable lean and fat, raw	10963
pork, ground, 72% lean / 28% fat, raw	10971
pork, ground, 84% lean / 16% fat, raw	10972
pork, ground, 96% lean / 4% fat, raw	10973
pork, ground, 72% lean / 28% fat, cooked, crumbles	10974
pork, ground, 84% lean / 16% fat, cooked, crumbles	10975
pork, ground, 96% lean / 4% fat, cooked, crumbles	10976
pork, ground, 72% lean / 28% fat, cooked, pan-broiled	10977
pork, ground, 84% lean / 16% fat, cooked, pan-broiled	10978
pork, ground, 96% lean / 4% fat, cooked, pan-broiled	10979
pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw	10982
pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted	10983
pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled	10984
pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled	10985
pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled	10986
pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted	10987
pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled	10988
pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw	10989
pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted	10990
pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled	10991
pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled	10992
pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted	10993
snacks, pork skins, plain	19041
snacks, pork skins, barbecue-flavor	19408
pulled pork in barbecue sauce	22972
restaurant, chinese, sweet and sour pork	36622
pork, oriental style, dehydrated	43297
pork, cured, ham, boneless, low sodium, extra lean and regular, roasted	43325
pork, cured, ham, low sodium, lean and fat, cooked	43326
pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted	43327
pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium	43378
walrus, meat, dried (alaska native)	35079
walrus, meat, raw (alaska native)	35081
walrus, meat and subcutaneous fat raw (alaska native)	35082
walrus, liver, raw (alaska native)	35083
oil, walrus (alaska native)	35084
rhubarb, wild, leaves (alaska native)	35063
kamut, uncooked	20138
kamut, cooked	20139
yardlong bean, raw	11199
yardlong bean, cooked, boiled, drained, without salt	11200
yardlong bean, cooked, boiled, drained, with salt	11899
yardlong beans, mature seeds, raw	16133
yardlong beans, mature seeds, cooked, boiled, without salt	16134
yardlong beans, mature seeds, cooked, boiled, with salt	16434
owl, horned, flesh, raw (alaska native)	35059
quail, meat and skin, raw	5157
quail, meat only, raw	5158
quail, breast, meat only, raw	5159
quail, cooked, total edible	43282
boysenberries, canned, heavy syrup	9056
boysenberries, frozen, unsweetened	9057
limes, raw	9159
lime juice, raw	9160
lime juice, canned or bottled, unsweetened	9161
feijoa, raw	9334
rowal, raw	9428
jew's ear, (pepeao), raw	11228
pepeao, dried	11230
mushroom, canned	171
mushroom, raw	37
mushrooms, portabella, grilled	11243
mushrooms, white, raw	11260
mushrooms, white, cooked, boiled, drained, without salt	11261
mushrooms, white, stir-fried	11263
mushrooms, canned, drained solids	11264
mushrooms, portabella, raw	11265
mushrooms, brown, italian, or crimini, raw	11266
mushrooms, white, cooked, boiled, drained, with salt	11797
mushrooms, portabella, exposed to ultraviolet light, grilled	11939
mushrooms, straw, canned, drained solids	11989
mushrooms, white, microwaved	11992
mushrooms, portabella, exposed to ultraviolet light, raw	11998
mushrooms, shiitake, raw	11238
mushrooms, shiitake, stir-fried	11267
mushrooms, shiitake, dried	11268
mushrooms, shiitake, cooked, without salt	11269
mushrooms, shiitake, cooked, with salt	11798
seaweed, laver, raw	11446
seaweed, wakame, raw	11669
mushrooms, enoki, raw	11950
epazote, raw	11984
mushrooms, oyster, raw	11987
fungi, cloud ears, dried	11988
mushrooms, maitake, raw	11993
fiddlehead ferns, raw	11995
fiddlehead ferns, frozen, unprepared	11996
fish, spot, raw	15103
fish, spot, cooked, dry heat	15216
sourdock, young leaves (alaska native)	35074
squash, indian, raw (navajo)	35138
squash, indian, cooked, boiled (navajo)	35139
fish oil, menhaden	4591
fish oil, menhaden, fully hydrogenated	4592
wheat bran	86
wheat flour	531
wheat germ oil	860
wheat germ, raw	85
wheat rusk	984
wheat, cracked kernels, parboiled (bulgur), raw	594
wheat, flour, wholemeal	542
wheat, kernels, whole/cracked	863
oil, wheat germ	4038
wheat bran, crude	20077
wheat germ, crude	20078
wheat flour, whole-grain	20080
wheat flour, white, all-purpose, enriched, bleached	20081
wheat flour, white, all-purpose, self-rising, enriched	20082
wheat flour, white, bread, enriched	20083
wheat flour, white, cake, enriched	20084
wheat flour, white, tortilla mix, enriched	20086
wheat, sprouted	20087
wheat flours, bread, unenriched	20129
wheat flour, white, all-purpose, enriched, calcium-fortified	20381
wheat flour, white, all-purpose, unenriched	20481
wheat flour, white, all-purpose, enriched, unbleached	20581
wheat flour, white (industrial), 9% protein, bleached, enriched	20623
wheat flour, white (industrial), 9% protein, bleached, unenriched	20624
wheat flour, white (industrial), 10% protein, bleached, enriched	20628
wheat flour, white (industrial), 10% protein, bleached, unenriched	20629
wheat flour, white (industrial), 10% protein, unbleached, enriched	20630
wheat flour, white (industrial), 11.5% protein, bleached, enriched	20634
wheat flour, white (industrial), 11.5% protein, bleached, unenriched	20635
wheat flour, white (industrial), 11.5% protein, unbleached, enriched	20636
wheat flour, white (industrial), 13% protein, bleached, enriched	20640
wheat flour, white (industrial), 13% protein, bleached, unenriched	20641
wheat flour, white (industrial), 15% protein, bleached, enriched	20645
wheat flour, white (industrial), 15% protein, bleached, unenriched	20646
wheat flour, whole-grain, soft wheat	20649
chokecherries, raw, pitted (shoshone bannock)	35179
chokecherries, raw, pitted (northern plains indians)	35204
agave, raw (southwest)	35192
agave, cooked (southwest)	35193
agave, dried (southwest)	35194
cattail, narrow leaf shoots (northern plains indians)	35195
jellyfish, dried, salted	43497
anchovy, pickled, canned	454
blue whiting, fillet, raw	880
bream, raw	907
cantharelle, raw	108
mushrooms, chanterelle, raw	11239
caviar, danish (roe, lump-sucker)	118
caviar, made from capelin roe	903
charr, fillet, smoked	885
charr, raw	876
cinnamon stick	1046
crab claws, meat, canned	129
crab claws, meat, raw	877
crab, boiled	128
dab, raw	99
dogfish, piked, raw	127
