input_id	input_desc	target_desc	target_id
19441	snacks, kellogg, kellogg's, nutri-grain cereal bars, fruit	snacks, kellogg's, nutri-grain cereal bars, fruit	19441
11940	pickles, cucumber, sweet (includes bread and butter pickles)	pickles, cucumber, sweet (includes bread and butter pickles)	11940
8060	cereals ready-to-eat, kellogg, kellogg's raisin bran	cereals ready-to-eat, kellogg, kellogg's raisin bran	8060
8071	cereals ready-to-eat, kellogg, kellogg's honey smacks	cereals ready-to-eat, kellogg, kellogg's honey smacks	8071
18177	cookies, molasses	cookies, molasses	18177
6067	soup, chunky vegetable, canned, ready-to-serve	soup, chunky vegetable, canned, ready-to-serve	6067
13367	beef, brisket, whole, separable lean and fat, trimmed to 0" fat, all grades, cooked, braised	beef, brisket, whole, separable lean and fat, trimmed to 0" fat, all grades, cooked, braised	13367
20006	barley, pearled, cooked	barley, pearled, cooked	20006
15028	fish, flatfish (flounder and sole species), raw	fish, flatfish (flounder and sole species), raw	15028
13150	beef, rib, shortribs, separable lean only, choice, cooked, braised	beef, rib, shortribs, separable lean only, choice, cooked, braised	13150
6980	soup, beef stroganoff, canned, chunky style, ready-to-serve	soup, beef stroganoff, canned, chunky style, ready-to-serve	6980
9340	pears, asian, raw	pears, asian, raw	9340
1145	butter, without salt	butter, without salt	1145
6170	soup, stock, beef, home-prepared	soup, stock, beef, home-prepared	6170
6584	soup, broccoli cheese, canned, condensed, commercial	soup, broccoli cheese, canned, condensed, commercial	6584
11299	parsnips, cooked, boiled, drained, without salt	parsnips, cooked, boiled, drained, without salt	11299
15066	fish, pollock, raw	fish, pollock, walleye, raw	15066
15234	fish, catfish, channel, farmed, raw	fish, catfish, channel, farmed, raw	15234
14644	beverages, pepsico quaker, gatorade g2, low calorie	sports drink, gatorade g2, low calorie	14644
18166	cookies, chocolate sandwich, with creme filling, regular	cookies, chocolate sandwich, with creme filling, regular	18166
6449	soup, pea, green, canned, prepared with equal volume water	soup, pea, green, canned, prepared with equal volume water	6449
19069	candies, nestle, butterfinger bar	candies, nestle, butterfinger bar	19069
19155	candies, mars snackfood us, snickers bar	candies, mars snackfood us, snickers bar	19155
18211	puff pastry, frozen, ready-to-bake, baked	puff pastry, frozen, ready-to-bake, baked	18211
18244	danish pastry, cinnamon, enriched	danish pastry, cinnamon, enriched	18244
19400	snacks, banana chips	snacks, banana chips	19400
22971	potato salad with egg	potato salad with egg	22971
15140	crustaceans, crab, blue, cooked, moist heat	crustaceans, crab, blue, cooked, moist heat	15140
16082	noodles, chinese, cellophane or long rice (mung beans), dehydrated	noodles, chinese, cellophane or long rice (mung beans), dehydrated	16082
18940	muffin, blueberry, commercially prepared, low-fat	muffin, blueberry, commercially prepared, low-fat	18940
21082	fast foods, taco with beef, cheese and lettuce, hard shell	fast foods, taco with beef, cheese and lettuce, hard shell	21082
21021	fast foods, english muffin, with egg, cheese, and canadian bacon	fast foods, english muffin, with egg, cheese, and canadian bacon	21021
9214	orange juice, frozen concentrate, unsweetened, undiluted	orange juice, frozen concentrate, unsweetened, undiluted	9214
42304	cheese, mozzarella, nonfat	cheese, mozzarella, nonfat	42304
22958	rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)	rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)	22958
18168	cookies, chocolate sandwich, with extra creme filling	cookies, chocolate sandwich, with extra creme filling	18168
8015	cereals ready-to-eat, post, cocoa pebbles	cereals ready-to-eat, post, cocoa pebbles	8015
18938	toaster pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)	toaster pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)	18938
11578	vegetable juice cocktail, canned	vegetable juice cocktail, canned	11578
18248	doughnuts, cake-type, plain (includes unsugared, old-fashioned)	doughnuts, cake-type, plain (includes unsugared, old-fashioned)	18248
19370	candies, mars snackfood us, skittles original bite size candies	candies, mars snackfood us, skittles original bite size candies	19370
18033	bread, italian	bread, italian	18033
1125	egg, yolk, raw, fresh	egg, yolk, raw, fresh	1125
27044	soup, chicken noodle, reduced sodium, canned, ready-to-serve	soup, chicken noodle, reduced sodium, canned, ready-to-serve	27044
15084	fish, salmon, pink, canned, total can contents	fish, salmon, pink, canned, total can contents	15084
15087	fish, salmon, sockeye, canned, drained solids	fish, salmon, sockeye, canned, drained solids	15087
10182	pork, cured, ham, boneless, extra lean and regular, unheated	pork, cured, ham, boneless, extra lean and regular, unheated	10182
10141	pork, cured, ham, center slice, country-style, separable lean only, raw	pork, cured, ham, center slice, country-style, separable lean only, raw	10141
6749	soup, beef and vegetables, canned, ready-to-serve	soup, beef and vegetables, canned, ready-to-serve	6749
19034	snacks, popcorn, air-popped	snacks, popcorn, air-popped	19034
15077	fish, salmon, chinook, smoked	fish, salmon, chinook, smoked	15077
4027	salad dressing, mayonnaise, imitation, soybean	salad dressing, mayonnaise, imitation, soybean	4027
8383	cereals ready-to-eat, kellogg, kellogg's special k red berries	cereals ready-to-eat, kellogg, kellogg's special k red berries	8383
9436	mango nectar, canned	mango nectar, canned	9436
8082	cereals ready-to-eat, general mills, wheat chex	cereals ready-to-eat, general mills, wheat chex	8082
1096	milk, canned, evaporated, with added vitamin d and without added vitamin a	milk, canned, evaporated, with added vitamin d and without added vitamin a	1096
4609	animal fat, bacon grease	animal fat, bacon grease	4609
4002	lard	lard	4002
13020	beef, retail cuts, separable fat, cooked	beef, retail cuts, separable fat, cooked	13020
4575	fat, turkey	fat, turkey	4575
10165	pork, cured, salt pork, raw	pork, cured, salt pork, raw	10165
9195	olives, pickled, canned or bottled, green	olives, pickled, canned or bottled, green	9195
19858	candies, sugar-coated almonds	candies, sugar-coated almonds	19858
43017	salad dressing, green goddess, regular	salad dressing, green goddess, regular	43017
16107	sausage, meatless	sausage, meatless	16107
11546	tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)	tomato products, canned, paste, without salt added	11546
9011	apples, dried, sulfured, uncooked	apples, dried, sulfured, uncooked	9011
15068	fish, pompano, florida, raw	fish, pompano, florida, raw	15068
27048	sauce, steak, tomato based	sauce, steak, tomato based	27048
43404	beverages, cranberry-apple juice drink, low calorie, with vitamin c added	cranberry-apple juice drink, low calorie, with vitamin c added	43404
9442	pomegranate juice, bottled	pomegranate juice, bottled	9442
16056	chickpeas (garbanzo beans, bengal gram), mature seeds, raw	chickpeas (garbanzo beans, bengal gram), mature seeds, raw	16056
2012	spices, coriander leaf, dried	spices, coriander leaf, dried	2012
2014	spices, cumin seed	spices, cumin seed	2014
13812	beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	13812
6159	soup, tomato, canned, condensed	soup, tomato, canned, condensed	6159
10066	pork, fresh, loin, top loin (chops), boneless, separable lean only, raw	pork, fresh, loin, top loin (chops), boneless, separable lean only, raw	10066
10948	pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw	pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, raw	10948
16225	soymilk, original and vanilla, light, with added calcium, vitamins a and d	soymilk, original and vanilla, light, with added calcium, vitamins a and d	16225
8560	cereals ready-to-eat, kashi go lean crunch!, honey almond flax	cereals ready-to-eat, kashi go lean crunch!, honey almond flax	8560
16010	beans, baked, canned, with pork and sweet sauce	beans, baked, canned, with pork and sweet sauce	16010
1186	cheese, cream, fat free	cheese, cream, fat free	1186
43274	cheese, cream, low fat	cheese, cream, low fat	43274
6183	soup, chicken broth, less/reduced sodium, ready to serve	soup, chicken broth, canned, less/reduced sodium	6183
14202	beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated	coffee, brewed, espresso, restaurant-prepared, decaffeinated	14202
42148	candies, mars snackfood us, m&m's peanut butter chocolate candies	candies, mars snackfood us, m&m's peanut butter chocolate candies	42148
14155	beverages, carbonated, tonic water	carbonated beverage, tonic water	14155
27002	soup, wonton, chinese restaurant	soup, wonton, chinese restaurant	27002
7908	luncheon meat, pork with ham, minced, canned, includes spam (hormel)	luncheon meat, pork with ham, minced, canned, includes spam (hormel)	7908
9081	cranberry sauce, canned, sweetened	cranberry sauce, canned, sweetened	9081
8065	cereals ready-to-eat, kellogg, kellogg's rice krispies	cereals ready-to-eat, kellogg, kellogg's rice krispies	8065
6971	sauce, worcestershire	sauce, worcestershire	6971
6176	sauce, oyster, ready-to-serve	sauce, oyster, ready-to-serve	6176
9273	pineapple juice, canned or bottled, unsweetened, without added ascorbic acid	pineapple juice, canned, unsweetened, without added ascorbic acid	9273
43570	cereals ready-to-eat, post, honey bunches of oats, honey roasted	cereals ready-to-eat, post, honey bunches of oats, honey roasted	43570
19163	chewing gum	chewing gum	19163
43060	chewing gum, sugarless	chewing gum, sugarless	43060
16230	soymilk (all flavors), nonfat, with added calcium, vitamins a and d	soymilk (all flavors), nonfat, with added calcium, vitamins a and d	16230
6172	soup, stock, chicken, home-prepared	soup, stock, chicken, home-prepared	6172
19049	snacks, m&m mars, combos snacks cheddar cheese pretzel	snacks, m&m mars, combos snacks cheddar cheese pretzel	19049
6004	soup, bean with pork, canned, condensed	soup, bean with pork, canned, condensed	6004
16028	beans, kidney, all types, mature seeds, cooked, boiled, without salt	beans, kidney, all types, mature seeds, cooked, boiled, without salt	16028
19003	snacks, corn-based, extruded, chips, plain	snacks, corn-based, extruded, chips, plain	19003
2027	spices, oregano, dried	spices, oregano, dried	2027
43479	alcoholic beverage, rice (sake)	alcoholic beverage, rice (sake)	43479
10123	pork, cured, bacon, unprepared	pork, cured, bacon, raw	10123
19108	candies, jellybeans	candies, jellybeans	19108
8011	cereals ready-to-eat, quaker, cap'n crunch with crunchberries	cereals ready-to-eat, quaker, cap'n crunch with crunchberries	8011
14461	beverages, coca-cola, powerade, lemon-lime flavored, ready-to-drink	sports drink, coca-cola, powerade, lemon-lime flavored, ready-to-drink	14461
11281	okra, frozen, cooked, boiled, drained, without salt	okra, frozen, cooked, boiled, drained, without salt	11281
8531	cereals ready-to-eat, kellogg, special k, fruit & yogurt	cereals ready-to-eat, kellogg, special k, fruit & yogurt	8531
6174	soup, stock, fish, home-prepared	soup, stock, fish, home-prepared	6174
10084	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, raw	10084
10946	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, with added solution, raw	pork, fresh, enhanced, shoulder, (boston butt), blade (steaks), separable lean only, raw	10946
10023	pork, fresh, loin, whole, separable lean and fat, cooked, roasted	pork, fresh, loin, whole, separable lean and fat, cooked, roasted	10023
11669	seaweed, wakame, raw	seaweed, wakame, raw	11669
16168	soymilk, chocolate, with added calcium, vitamins a and d	soymilk, chocolate, with added calcium, vitamins a and d	16168
43260	beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted	beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted	43260
8089	cereals ready-to-eat, general mills, wheaties	cereals ready-to-eat, general mills, wheaties	8089
11888	tomato products, canned, puree, with salt added	tomato products, canned, puree, with salt added	11888
43137	vegetarian meatloaf or patties	vegetarian meatloaf or patties	43137
2020	spices, garlic powder	spices, garlic powder	2020
18304	pie, banana cream, prepared from recipe	pie, banana cream, prepared from recipe	18304
19136	candies, hershey's skor toffee bar	candies, skor toffee bar	19136
18192	cookies, shortbread, commercially prepared, plain	cookies, shortbread, commercially prepared, plain	18192
4582	oil, canola	oil, canola	4582
14553	beverages, wine, non-alcoholic	wine, non-alcoholic	14553
9277	plantains, yellow, raw	plantains, raw	9277
2043	spices, turmeric, ground	spices, turmeric, ground	2043
19814	snacks, pretzels, hard, plain, made with enriched flour, unsalted	snacks, pretzels, hard, plain, made with enriched flour, unsalted	19814
18027	bread, egg	bread, egg	18027
8038	cereals ready-to-eat, post, grape-nuts cereal	cereals ready-to-eat, post, grape-nuts cereal	8038
8061	cereals ready-to-eat, post raisin bran cereal	cereals ready-to-eat, post raisin bran cereal	8061
8030	cereals ready-to-eat, kellogg, kellogg's froot loops	cereals ready-to-eat, kellogg, kellogg's froot loops	8030
7025	frankfurter, turkey	frankfurter, turkey	7025
27049	sauce, tartar, ready-to-serve	sauce, tartar, ready-to-serve	27049
16424	soy sauce made from soy and wheat (shoyu), low sodium	soy sauce made from soy and wheat (shoyu), low sodium	16424
19014	snacks, fruit leather, rolls	snacks, fruit leather, rolls	19014
19013	snacks, fruit leather, pieces	snacks, fruit leather, pieces	19013
18190	cookies, peanut butter sandwich, regular	cookies, peanut butter sandwich, regular	18190
6149	soup, chicken mushroom, canned, condensed	soup, chicken mushroom, canned, condensed	6149
43021	salad dressing, caesar, low calorie	salad dressing, caesar, low calorie	43021
43382	cranberry juice, unsweetened	cranberry juice, unsweetened	43382
4044	oil, soybean, salad or cooking	oil, soybean, salad or cooking	4044
19135	candies, mars snackfood us, milky way bar	candies, mars snackfood us, milky way bar	19135
36012	restaurant, family style, fried mozzarella sticks	restaurant, family style, fried mozzarella sticks	36012
9206	orange juice, raw (includes foods for usda's food distribution program)	orange juice, raw	9206
22906	chicken pot pie, frozen entree, prepared	chicken pot pie, frozen entree, prepared	22906
22961	hot pockets, meatballs & mozzarella stuffed sandwich, frozen	hot pockets, meatballs & mozzarella stuffed sandwich, frozen	22961
1209	cheese, mexican, blend, reduced fat	cheese, mexican, blend, reduced fat	1209
15036	fish, halibut, atlantic and pacific, raw	fish, halibut, atlantic and pacific, raw	15036
18973	focaccia, italian flatbread, plain	focaccia, italian flatbread, plain	18973
15167	mollusks, oyster, eastern, wild, raw	mollusks, oyster, eastern, wild, raw	15167
6009	soup, beef noodle, canned, condensed	soup, beef noodle, canned, condensed	6009
19249	candies, hershey, reesesticks crispy wafers, peanut butter, milk chocolate	candies, hershey, reesesticks crispy wafers, peanut butter, milk chocolate	19249
43020	salad dressing, blue or roquefort cheese, low calorie	salad dressing, blue or roquefort cheese, low calorie	43020
19350	syrups, corn, light	syrups, corn, light	19350
10871	pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted	pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted	10871
10879	pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted	pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted	10879
10883	pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted	pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted	10883
43476	tofu yogurt	tofu yogurt	43476
1215	cheese product, pasteurized process, american, reduced fat, fortified with vitamin d	cheese product, pasteurized process, american, reduced fat, fortified with vitamin d	1215
18351	rolls, hamburger or hotdog, mixed-grain	rolls, hamburger or hotdog, mixed-grain	18351
42280	frankfurter, meat and poultry, low fat	frankfurter, meat and poultry, low fat	42280
10049	pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised	pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised	10049
19127	candies, milk chocolate coated raisins	candies, milk chocolate coated raisins	19127
22953	egg rolls, pork, refrigerated, heated	egg rolls, pork, refrigerated, heated	22953
19100	candies, fudge, chocolate, prepared-from-recipe	candies, fudge, chocolate, prepared-from-recipe	19100
25048	snacks, nutri-grain fruit and nut bar	snacks, nutri-grain fruit and nut bar	25048
11101	brussels sprouts, frozen, cooked, boiled, drained, without salt	brussels sprouts, frozen, cooked, boiled, drained, without salt	11101
8546	rice and wheat cereal bar	rice and wheat cereal bar	8546
22976	ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees	ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees	22976
19140	candies, mars snackfood us, m&m's peanut chocolate candies	candies, mars snackfood us, m&m's peanut chocolate candies	19140
21487	fast foods, taco with chicken, lettuce and cheese, soft	fast foods, taco with chicken, lettuce and cheese, soft	21487
14192	beverages, cocoa mix, powder	cocoa mix, powder	14192
19142	candies, mounds candy bar	candies, mounds candy bar	19142
11264	mushrooms, canned, drained solids	mushrooms, canned, drained solids	11264
6045	soup, onion, canned, condensed	soup, onion, canned, condensed	6045
2025	spices, nutmeg, ground	spices, nutmeg, ground	2025
43589	cheese, swiss, low fat	cheese, swiss, low fat	43589
18245	danish pastry, cheese	danish pastry, cheese	18245
19106	candies, gumdrops, starch jelly pieces	candies, gumdrops, starch jelly pieces	19106
36403	restaurant, latino, empanadas, beef, prepared	restaurant, latino, empanadas, beef, prepared	36403
18088	cake, angelfood, dry mix, prepared	cake, angelfood, dry mix, prepared	18088
42157	creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free	creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free	42157
8200	cereals, quaker, quaker multigrain oatmeal, dry	cereals, quaker, quaker multigrain oatmeal, dry	8200
18308	pie, cherry, commercially prepared	pie, cherry, commercially prepared	18308
2011	spices, cloves, ground	spices, cloves, ground	2011
14415	alcoholic beverage, liqueur, coffee with cream, 34 proof	alcoholic beverage, liqueur, coffee with cream, 34 proof	14415
19151	candies, reese's pieces candy	candies, reese's pieces candy	19151
18191	cookies, raisin, soft-type	cookies, raisin, soft-type	18191
18176	cookies, marshmallow, chocolate-coated (includes marshmallow pies)	cookies, marshmallow, chocolate-coated (includes marshmallow pies)	18176
8380	cereals ready-to-eat, kellogg, kellogg's, raisin bran crunch	cereals ready-to-eat, kellogg, kellogg's, raisin bran crunch	8380
11507	sweet potato, raw, unprepared (includes foods for usda's food distribution program)	sweet potato, raw, unprepared	11507
14350	strawberry-flavor beverage mix, powder	strawberry-flavor beverage mix, powder	14350
11138	cauliflower, frozen, cooked, boiled, drained, without salt	cauliflower, frozen, cooked, boiled, drained, without salt	11138
20089	wild rice, cooked	wild rice, cooked	20089
15101	fish, snapper, mixed species, raw	fish, snapper, mixed species, raw	15101
18171	cookies, fortune	cookies, fortune	18171
13368	beef, brisket, whole, separable lean only, trimmed to 0" fat, all grades, cooked, braised	beef, brisket, whole, separable lean only, trimmed to 0" fat, all grades, cooked, braised	13368
11952	radicchio, raw	radicchio, raw	11952
18015	biscuits, plain or buttermilk, refrigerated dough, higher fat, baked	biscuits, plain or buttermilk, refrigerated dough, higher fat, baked	18015
23631	beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, select, raw	beef, chuck, arm pot roast, separable lean only, trimmed to 1/8" fat, select, raw	23631
18335	pie crust, standard-type, frozen, ready-to-bake, enriched, baked	pie crust, standard-type, frozen, ready-to-bake, enriched, baked	18335
36618	restaurant, chinese, general tso's chicken	restaurant, chinese, general tso's chicken	36618
11974	grape leaves, raw	grape leaves, raw	11974
16050	beans, white, mature seeds, cooked, boiled, without salt	beans, white, mature seeds, cooked, boiled, without salt	16050
23616	beef, round, eye of round, roast, separable lean only, trimmed to 1/8" fat, choice, raw	beef, round, eye of round, roast, separable lean only, trimmed to 1/8" fat, choice, raw	23616
11540	tomato juice, canned, with salt added	tomato juice, canned, with salt added	11540
18217	crackers, matzo, plain	crackers, matzo, plain	18217
1180	sour cream, fat free	sour cream, fat free	1180
27051	sauce, cocktail, ready-to-serve	sauce, cocktail, ready-to-serve	27051
17169	game meat, goat, cooked, roasted	game meat, goat, cooked, roasted	17169
10173	pork, fresh, variety meats and by-products, feet, cooked, simmered	pork, fresh, variety meats and by-products, feet, cooked, simmered	10173
22899	ravioli, cheese-filled, canned	ravioli, cheese-filled, canned	22899
9123	grapefruit juice, white, canned or bottled, unsweetened	grapefruit juice, white, canned, unsweetened	9123
21129	fast foods, hush puppies	fast foods, hush puppies	21129
21485	fast food, pizza chain, 14" pizza, pepperoni topping, thin crust	fast food, pizza chain, 14" pizza, pepperoni topping, thin crust	21485
10075	pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised	pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised	10075
18175	cookies, ladyfingers, with lemon juice and rind	cookies, ladyfingers, with lemon juice and rind	18175
18317	pie, egg custard, commercially prepared	pie, egg custard, commercially prepared	18317
15164	mollusks, mussel, blue, raw	mollusks, mussel, blue, raw	15164
15157	mollusks, clam, mixed species, raw	mollusks, clam, mixed species, raw	15157
19076	candies, caramels, chocolate-flavor roll	candies, caramels, chocolate-flavor roll	19076
13364	beef, composite of trimmed retail cuts, separable lean only, trimmed to 0" fat, all grades, cooked	beef, composite of trimmed retail cuts, separable lean only, trimmed to 0" fat, all grades, cooked	13364
18023	bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs	bread, cornbread, dry mix, prepared	18023
19159	candies, mars snackfood us, 3 musketeers bar	candies, mars snackfood us, 3 musketeers bar	19159
19109	candies, kit kat wafer bar	candies, kit kat wafer bar	19109
19026	snacks, granola bars, soft, coated, milk chocolate coating, peanut butter	snacks, granola bars, soft, coated, milk chocolate coating, peanut butter	19026
43405	cheese, swiss, low sodium	cheese, swiss, low sodium	43405
23625	beef, top sirloin, steak, separable lean only, trimmed to 1/8" fat, choice, raw	beef, top sirloin, steak, separable lean only, trimmed to 1/8" fat, choice, raw	23625
19041	snacks, pork skins, plain	snacks, pork skins, plain	19041
18373	leavening agents, cream of tartar	leavening agents, cream of tartar	18373
7906	luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes spam, 25% less sodium	luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes spam, 25% less sodium	7906
21064	fast foods, burrito, with beans, cheese, and beef	fast foods, burrito, with beans, cheese, and beef	21064
21020	fast foods, english muffin, with cheese and sausage	fast foods, english muffin, with cheese and sausage	21020
16086	peas, split, mature seeds, cooked, boiled, without salt	peas, split, mature seeds, cooked, boiled, without salt	16086
25053	snacks, granola bar, general mills nature valley, sweet&salty nut, peanut	snacks, granola bar, general mills nature valley, sweet&salty nut, peanut	25053
11044	mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt	mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt	11044
9253	pears, canned, water pack, solids and liquids	pears, canned, water pack, solids and liquids	9253
19283	frozen novelties, ice type, pop	frozen novelties, ice type, pop	19283
18353	rolls, hard (includes kaiser)	rolls, hard (includes kaiser)	18353
21024	fast foods, french toast sticks	fast foods, french toast sticks	21024
16110	soybeans, mature seeds, roasted, salted	soybeans, mature seeds, roasted, salted	16110
2026	spices, onion powder	spices, onion powder	2026
4543	oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed	oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed	4543
23090	beef, chuck for stew, separable lean and fat, all grades, cooked, braised	beef, chuck for stew, separable lean and fat, all grades, cooked, braised	23090
6230	soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk	soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk	6230
10078	pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised	pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised	10078
10169	pork, cured, shoulder, arm picnic, separable lean only, roasted	pork, cured, shoulder, arm picnic, separable lean only, roasted	10169
15033	fish, haddock, raw	fish, haddock, raw	15033
10080	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean and fat, raw	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean and fat, raw	10080
10953	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean and fat,with added solution, raw	pork, fresh, enhanced, shoulder, (boston butt), blade (steaks), separable lean and fat, raw	10953
14646	beverages, fruit flavored drink containing less than 3% fruit juice, with high vitamin c	fruit flavored drink containing less than 3% fruit juice, with high vitamin c	14646
9048	blackberries, frozen, unsweetened	blackberries, frozen, unsweetened	9048
19160	candies, mars snackfood us, twix caramel cookie bars	candies, mars snackfood us, twix caramel cookie bars	19160
10085	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, cooked, braised	pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, cooked, braised	10085
2054	capers, canned	capers, canned	2054
11955	tomatoes, sun-dried	tomatoes, sun-dried	11955
21305	fast foods, griddle cake sandwich, egg, cheese, and sausage	fast foods, griddle cake sandwich, egg, cheese, and sausage	21305
19038	snacks, popcorn, caramel-coated, with peanuts	snacks, popcorn, caramel-coated, with peanuts	19038
4706	dressing, honey mustard, fat-free	dressing, honey mustard, fat-free	4706
20019	corn flour, masa, unenriched, white	corn flour, masa, unenriched, white	20019
18283	muffins, oat bran	muffins, oat bran	18283
21483	fast food, pizza chain, 14" pizza, sausage topping, thin crust	fast food, pizza chain, 14" pizza, sausage topping, thin crust	21483
6016	soup, cream of chicken, canned, condensed	soup, cream of chicken, canned, condensed	6016
19184	puddings, chocolate, dry mix, instant	puddings, chocolate, dry mix, instant	19184
10073	pork, fresh, shoulder, whole, separable lean only, cooked, roasted	pork, fresh, shoulder, whole, separable lean only, cooked, roasted	10073
19087	candies, white chocolate	candies, white chocolate	19087
18220	crackers, melba toast, plain	crackers, melba toast, plain	18220
8409	cereals ready-to-eat, malt-o-meal, frosted flakes	cereals ready-to-eat, malt-o-meal, frosted flakes	8409
19218	puddings, tapioca, ready-to-eat	puddings, tapioca, ready-to-eat	19218
21224	pizza, cheese topping, regular crust, frozen, cooked	pizza, cheese topping, regular crust, frozen, cooked	21224
19111	candies, nestle, baby ruth bar	candies, nestle, baby ruth bar	19111
18200	cookies, oatmeal, commercially prepared, special dietary	cookies, oatmeal, commercially prepared, special dietary	18200
18097	cake, pudding-type, chocolate, dry mix	cake, chocolate, dry mix, pudding-type	18097
19823	potato chips, without salt, reduced fat	potato chips, without salt, reduced fat	19823
6402	soup, black bean, canned, prepared with equal volume water	soup, black bean, canned, prepared with equal volume water	6402
15152	crustaceans, shrimp, mixed species, canned	crustaceans, shrimp, mixed species, canned	15152
18229	crackers, standard snack-type, regular	crackers, standard snack-type, regular	18229
10002	pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw	pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw	10002
13348	beef, cured, corned beef, canned	beef, cured, corned beef, canned	13348
6050	soup, pea, split with ham, canned, chunky, ready-to-serve	soup, pea, split with ham, canned, chunky, ready-to-serve	6050
22908	beef, corned beef hash, with potato, canned	beef, corned beef hash, with potato, canned	22908
11735	beets, canned, no salt added, solids and liquids	beets, canned, no salt added, solids and liquids	11735
9078	cranberries, raw	cranberries, raw	9078
9128	grapefruit juice, white, raw	grapefruit juice, white, raw	9128
25036	snacks, granola bites, mixed flavors	snacks, granola bites, mixed flavors	25036
22905	beef stew, canned entree	beef stew, canned entree	22905
21022	fast foods, english muffin, with egg, cheese, and sausage	fast foods, english muffin, with egg, cheese, and sausage	21022
18295	pancakes, buckwheat, dry mix, incomplete	pancakes, buckwheat, dry mix, incomplete	18295
21007	fast foods, biscuit, with egg, cheese, and bacon	fast foods, biscuit, with egg, cheese, and bacon	21007
18338	phyllo dough	phyllo dough	18338
21482	fast food, pizza chain, 14" pizza, sausage topping, thick crust	fast food, pizza chain, 14" pizza, sausage topping, thick crust	21482
16109	soybeans, mature cooked, boiled, without salt	soybeans, mature cooked, boiled, without salt	16109
15166	mollusks, octopus, common, raw	mollusks, octopus, common, raw	15166
27000	soup, egg drop, chinese restaurant	soup, egg drop, chinese restaurant	27000
9125	grapefruit juice, white, frozen concentrate, unsweetened, undiluted	grapefruit juice, white, frozen concentrate, unsweetened, undiluted	9125
19173	gelatin desserts, dry mix, prepared with water	gelatin desserts, dry mix, prepared with water	19173
15016	fish, cod, atlantic, cooked, dry heat	fish, cod, atlantic, cooked, dry heat	15016
43398	cheese, pasteurized process, cheddar or american, low sodium	cheese, pasteurized process, cheddar or american, low sodium	43398
8012	cereals ready-to-eat, quaker, cap'n crunch's peanut butter crunch	cereals ready-to-eat, quaker, cap'n crunch's peanut butter crunch	8012
6023	soup, chicken with rice, canned, condensed	soup, chicken with rice, canned, condensed	6023
